path,tagname
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@localID,@localID
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@originType,@originType
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@source,@source
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.WildlifeGuards.WildlifeGuard.@puic,@puic
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.@name,@name
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@source,@source
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Pole.@puic,@puic
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.GeographicLocation.gml:LineString.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.GeographicLocation.gml:LineString.@srsName,@srsName
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.@name,@name
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@source,@source
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Arm.@puic,@puic
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.GeographicLocation.gml:LineString.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.GeographicLocation.gml:LineString.@srsName,@srsName
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.@name,@name
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@source,@source
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Girder.@puic,@puic
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.GeographicLocation.gml:LineString.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.GeographicLocation.gml:LineString.@srsName,@srsName
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.@name,@name
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@source,@source
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.@shoreType,@shoreType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Shore.@puic,@puic
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.@name,@name
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@source,@source
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.@voltageClass,@voltageClass
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.@name,@name
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@localID,@localID
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@originType,@originType
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@source,@source
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.Tensioner.@puic,@puic
Project.InitialSituation.Furniture.OverheadLineSupports.OverheadLineSupport.@puic,@puic
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.@name,@name
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@localID,@localID
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@originType,@originType
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@source,@source
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.ElectronicsConnectionCabinets.ElectronicsConnectionCabinet.@puic,@puic
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.@name,@name
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@localID,@localID
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@originType,@originType
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@source,@source
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.@tunnelTubeRef,@tunnelTubeRef
Project.InitialSituation.Furniture.EscapeDoors.EscapeDoor.@puic,@puic
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.@hasCompressedAirConnection,@hasCompressedAirConnection
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.@hasWashFillHydrant,@hasWashFillHydrant
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.@electricityConnection,@electricityConnection
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.@waterConnection,@waterConnection
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.@name,@name
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@localID,@localID
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@originType,@originType
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@source,@source
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.ServiceStations.ServiceStation.@puic,@puic
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.@name,@name
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.GeographicLocation.@azimuth,@azimuth
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.GeographicLocation.@accuracy,@accuracy
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.KmRibbonLocation.@value,@value
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Location.KmRibbonLocation.@kmRibbonRef,@kmRibbonRef
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@isInService,@isInService
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@localID,@localID
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@registrationTime,@registrationTime
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@sourceDataOwner,@sourceDataOwner
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@originType,@originType
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@lifeCycleStatus,@lifeCycleStatus
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@objectEndTime,@objectEndTime
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@source,@source
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@relativeElevation,@relativeElevation
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.Metadata.@objectBeginTime,@objectBeginTime
Project.InitialSituation.Furniture.HighVoltageDetectionCabinets.HighVoltageDetectionCabinet.@puic,@puic
Project.InitialSituation.Furniture.BrakeTestingInstallationCabinets.BrakeTestingInstallationCabinet.@name,@name
Project.InitialSituation.Furniture.BrakeTestingInstallationCabinets.BrakeTestingInstallationCabinet.Location.GeographicLocation.@dataAcquisitionMethod,@dataAcquisitionMethod
Project.InitialSituation.Furniture.BrakeTestingInstallationCabinets.BrakeTestingInstallationCabinet.Location.GeographicLocation.gml:Point.@srsName,@srsName
Project.InitialSituation.Furniture.BrakeTestingInstallationCabinets.BrakeTestingInstallationCabinet.Location.GeographicLocation.gml:Point.gml:coordinates,gml:coordinates
